Player Name ,ODI Year : Run,Total Carrier Runs
RS Gavaskar,"year 2004: Run 54
",151
SM Gavaskar,"year 1974: Run 48
year 1975: Run 113
year 1978: Run 4
year 1979: Run 89
year 1980: Run 44
year 1981: Run 113
year 1982: Run 194
year 1983: Run 383
year 1984: Run 150
year 1985: Run 414
year 1986: Run 805
year 1987: Run 735
",3092
RS Ghai,"year 1984: Run -
year 1985: Run -
year 1986: Run 1
",1
KD Ghavri,"year 1975: Run -
year 1978: Run 6
year 1979: Run 35
year 1980: Run 44
year 1981: Run 29
",114
MS Gony,"year 2008: Run -
",-
Gurkeerat Singh,"year 2016: Run 8
",13
Gursharan Singh,"year 1990: Run 4
",4
Harbhajan Singh,"year 1998: Run 9
year 2001: Run 156
year 2002: Run 115
year 2003: Run 75
year 2004: Run 62
year 2005: Run 108
year 2006: Run 154
year 2007: Run 150
year 2008: Run 82
year 2009: Run 138
year 2010: Run 34
year 2011: Run 107
year 2015: Run 47
",1213
Harvinder Singh,"year 1997: Run 1
year 1998: Run 4
year 2001: Run 1
",6
ND Hirwani,"year 1988: Run 3
year 1989: Run 0
year 1990: Run 1
year 1991: Run -
year 1992: Run 4
",8
SS Iyer,"year 2017: Run 88
year 2018: Run 30
",210
A Jadeja,"year 1992: Run 205
year 1993: Run 75
year 1994: Run 720
year 1995: Run 170
year 1996: Run 789
year 1997: Run 937
year 1998: Run 1004
year 1999: Run 1144
year 2000: Run 315
",5359
RA Jadeja,"year 2009: Run 201
year 2010: Run 334
year 2011: Run 220
year 2012: Run 105
year 2013: Run 462
year 2014: Run 369
year 2015: Run 113
year 2016: Run 45
year 2017: Run 65
year 2018: Run 68
year 2019: Run 53
",2035
KM Jadhav,"year 2014: Run 20
year 2015: Run 126
year 2016: Run 90
year 2017: Run 561
year 2018: Run 87
year 2019: Run 290
",1174
W Jaffer,"year 2006: Run 10
",10
Joginder Sharma,"year 2004: Run 34
year 2007: Run 1
",35
SB Joshi,"year 1996: Run 114
year 1997: Run 13
year 1998: Run 54
year 1999: Run 206
year 2000: Run 178
year 2001: Run 19
",584
M Kaif,"year 2002: Run 692
year 2003: Run 478
year 2004: Run 564
year 2005: Run 697
year 2006: Run 322
",2753
AV Kale,"year 2003: Run 10
",10
VG Kambli,"year 1991: Run 93
year 1992: Run 29
year 1993: Run 684
year 1994: Run 716
year 1995: Run 219
year 1996: Run 262
year 1997: Run 133
year 1998: Run 89
year 1999: Run 80
year 2000: Run 172
",2477
HH Kanitkar,"year 1997: Run -
year 1998: Run 265
year 1999: Run 38
year 2000: Run 36
",339
N Kapil Dev,"year 1978: Run 18
year 1979: Run 53
year 1980: Run 112
year 1981: Run 102
year 1982: Run 230
year 1983: Run 527
year 1984: Run 101
year 1985: Run 263
year 1986: Run 517
year 1987: Run 448
year 1988: Run 331
year 1989: Run 238
year 1990: Run 192
year 1991: Run 135
year 1992: Run 318
year 1993: Run 141
year 1994: Run 57
",3783
AR Kapoor,"year 1995: Run 6
year 1996: Run 37
year 2000: Run -
",43
SS Karim,"year 1997: Run 287
year 1998: Run 8
year 1999: Run 18
year 2000: Run 49
",362
KD Karthik,"year 2004: Run 1
year 2006: Run 42
year 2007: Run 287
year 2009: Run 223
year 2010: Run 455
year 2013: Run 255
year 2014: Run 50
year 2017: Run 183
year 2018: Run 167
year 2019: Run 75
",1738
M Kartik,"year 2002: Run 13
year 2003: Run 6
year 2004: Run 61
year 2005: Run 8
year 2006: Run 1
year 2007: Run 37
",126
S Kaul,"year 2018: Run 1
",1
Z Khan,"year 2000: Run 57
year 2001: Run 84
year 2002: Run 44
year 2003: Run 107
year 2004: Run 44
year 2005: Run 112
year 2006: Run 35
year 2007: Run 177
year 2008: Run 19
year 2009: Run 22
year 2010: Run 18
year 2011: Run 62
year 2012: Run 11
",753
SC Khanna,"year 1979: Run 17
year 1984: Run 159
",176
GK Khoda,"year 1998: Run 89
",115
AR Khurasiya,"year 1999: Run 137
year 2001: Run 12
",149
SMH Kirmani,"year 1976: Run 8
year 1978: Run 5
year 1980: Run 130
year 1981: Run 44
year 1982: Run 62
year 1983: Run 92
year 1984: Run -
year 1985: Run 5
year 1986: Run 27
",373
V Kohli,"year 2008: Run 159
year 2009: Run 325
year 2010: Run 995
year 2011: Run 1381
year 2012: Run 1026
year 2013: Run 1268
year 2014: Run 1054
year 2015: Run 623
year 2016: Run 739
year 2017: Run 1460
year 2018: Run 1202
year 2019: Run 611
",10843
P Krishnamurthy,"year 1976: Run 6
",6
Kuldeep Yadav,"year 2017: Run 19
year 2018: Run 15*
year 2019: Run 15
",100
DS Kulkarni,"year 2014: Run -
year 2015: Run 2
year 2016: Run 25
",27
NM Kulkarni,"year 1997: Run 5*
year 1998: Run 1*
",11
RR Kulkarni,"year 1983: Run 1
year 1986: Run 14
year 1987: Run 18
",33
B Kumar,"year 2012: Run -
year 2013: Run 94
year 2014: Run 62
year 2015: Run 49
year 2016: Run 2
year 2017: Run 132
year 2018: Run 101
year 2019: Run 83
",523
P Kumar,"year 2007: Run 12
year 2008: Run 29
year 2009: Run 147
year 2010: Run 37
year 2011: Run 51
year 2012: Run 16
",292
T Kumaran,"year 1999: Run 8
year 2000: Run 7
",19
A Kumble,"year 1990: Run 0
year 1991: Run -
year 1992: Run 18
year 1993: Run 78
year 1994: Run 52
year 1995: Run 23
year 1996: Run 147
year 1997: Run 124
year 1998: Run 64
year 1999: Run 60
year 2000: Run 150
year 2001: Run 8
year 2002: Run 70
year 2003: Run 66
year 2004: Run 26
year 2005: Run 44
year 2006: Run 3
year 2007: Run 5
",903
A Kuruvilla,"year 1997: Run 7
",26
R Lamba,"year 1986: Run 289
year 1987: Run 220
year 1988: Run 8
year 1989: Run 266
",783
VVS Laxman,"year 1998: Run 62
year 2000: Run 24
year 2001: Run 541
year 2002: Run 613
year 2003: Run 232
year 2004: Run 837
year 2005: Run 29
year 2006: Run 0
",2338
S Madan Lal,"year 1974: Run 5
year 1975: Run 20
year 1976: Run 21
year 1981: Run 6
year 1982: Run 54
year 1983: Run 153
year 1984: Run 22
year 1985: Run 18
year 1986: Run 63
year 1987: Run 39
",401
AO Malhotra,"year 1982: Run 143
year 1983: Run 189
year 1986: Run 125
",457
Maninder Singh,"year 1983: Run -
year 1984: Run 4
year 1986: Run 11
year 1987: Run 18
year 1988: Run 14
year 1989: Run 2
year 1993: Run -
",49
SV Manjrekar,"year 1988: Run 85
year 1989: Run 14
year 1990: Run 314
year 1991: Run 646
year 1992: Run 317
year 1994: Run 29
year 1995: Run 199
year 1996: Run 390
",1994
AV Mankad,"year 1974: Run 44
",44
JJ Martin,"year 1999: Run 40
year 2000: Run 82
year 2001: Run 36
",158
PL Mhambrey,"year 1996: Run 7
year 1998: Run -
",7
A Mishra,"year 2003: Run -
year 2009: Run -
year 2010: Run 0
year 2011: Run 5
year 2013: Run 9
year 2014: Run 10
year 2015: Run 4
year 2016: Run 15
",43
A Mithun,"year 2010: Run 28
year 2011: Run 23
",51
Mohammed Shami,"year 2013: Run 15
year 2014: Run 58
year 2015: Run 36
year 2017: Run 7
year 2018: Run 0
year 2019: Run 15
",131
Mohammed Siraj,"year 2019: Run -
",-
DS Mohanty,"year 1997: Run 1
year 1998: Run 8
year 1999: Run 0
year 2000: Run 1
year 2001: Run 18
",28
D Mongia,"year 2001: Run 51
year 2002: Run 740
year 2003: Run 237
year 2004: Run 12
year 2005: Run 33
year 2006: Run 123
year 2007: Run 34
",1230
NR Mongia,"year 1994: Run 105
year 1995: Run 134
year 1996: Run 338
year 1997: Run 130
year 1998: Run 373
year 1999: Run 188
year 2000: Run 4
",1272
KS More,"year 1984: Run -
year 1986: Run 7
year 1987: Run 93
year 1988: Run 86
year 1989: Run 125
year 1990: Run 73
year 1991: Run 51
year 1992: Run 116
year 1993: Run 12
",563
SP Mukherjee,"year 1990: Run 2*
year 1991: Run -
",2
SS Naik,"year 1974: Run 20
",38
KK Nair,"year 2016: Run 39
",46
SV Nayak,"year 1981: Run -
year 1982: Run 3
",3
AM Nayar,"year 2009: Run 0*
",0
A Nehra,"year 2001: Run 6
year 2002: Run 30
year 2003: Run 11
year 2004: Run 24
year 2005: Run 16
year 2009: Run 15
year 2010: Run 30
year 2011: Run 9
",140
NV Ojha,"year 2010: Run 1
",1
PP Ojha,"year 2008: Run 27
year 2009: Run 0
year 2010: Run 14
year 2012: Run 5
",46
GK Pandey,"year 1999: Run 4*
",4
MK Pandey,"year 2015: Run 71
year 2016: Run 190
year 2017: Run 171
year 2018: Run 8
",440
CS Pandit,"year 1986: Run 115
year 1987: Run 81
year 1988: Run 87
year 1991: Run -
year 1992: Run 7
",290
HH Pandya,"year 2016: Run 45
year 2017: Run 557
year 2018: Run 68
year 2019: Run 61
",731
Pankaj Singh,"year 2010: Run 3*
",3
RR Pant,"year 2018: Run 24
year 2019: Run 36
",93
JV Paranjpe,"year 1998: Run 27
",54
GAHM Parkar,"year 1982: Run 12
year 1983: Run 42
year 1984: Run 111
",165
Parvez Rasool,"year 2014: Run -
",-
AK Patel,"year 1984: Run 6
year 1985: Run -
",6
AR Patel,"year 2014: Run 40
year 2015: Run 51
year 2016: Run 79
year 2017: Run 11
",181
BP Patel,"year 1974: Run 94
year 1975: Run 25
year 1976: Run 61
year 1979: Run 63
",243
MM Patel,"year 2006: Run 6
year 2007: Run 26
year 2008: Run 20
year 2009: Run 2
year 2010: Run 8
year 2011: Run 12
",74
PA Patel,"year 2003: Run 66
year 2004: Run 66
year 2010: Run 109
year 2011: Run 491
year 2012: Run 4
",736
RGM Patel,"year 1988: Run -
",-
IK Pathan,"year 2004: Run 230
year 2005: Run 383
year 2006: Run 393
year 2007: Run 131
year 2008: Run 223
year 2009: Run 8
year 2011: Run 4
year 2012: Run 172
",1544
YK Pathan,"year 2008: Run 96
year 2009: Run 151
year 2010: Run 281
year 2011: Run 282
year 2012: Run -
",810
SM Patil,"year 1980: Run 125
year 1981: Run 113
year 1982: Run 283
year 1983: Run 299
year 1984: Run 156
year 1986: Run 29
",1005
RR Powar,"year 2004: Run 32
year 2006: Run 75
year 2007: Run 56
",163
M Prabhakar,"year 1984: Run -
year 1985: Run 4
year 1987: Run 193
year 1989: Run 82
year 1990: Run 134
year 1991: Run 73
year 1992: Run 139
year 1993: Run 522
year 1994: Run 375
year 1995: Run 325
year 1996: Run 11
",1858
BKV Prasad,"year 1994: Run 0
year 1995: Run 9
year 1996: Run 41
year 1997: Run 25
year 1998: Run 44
year 1999: Run 58
year 2000: Run 34
year 2001: Run 10
",221
MSK Prasad,"year 1998: Run 11*
year 1999: Run 63
",131
CA Pujara,"year 2013: Run 13
year 2014: Run 27
",51
AM Rahane,"year 2011: Run 340
year 2012: Run 9
year 2013: Run 113
year 2014: Run 768
year 2015: Run 722
year 2016: Run 284
year 2017: Run 586
year 2018: Run 140
",2962
KL Rahul,"year 2016: Run 196
year 2017: Run 52
year 2018: Run 69
year 2019: Run 26
",343
SK Raina,"year 2005: Run 89
year 2006: Run 500
year 2007: Run 23
year 2008: Run 680
year 2009: Run 605
year 2010: Run 631
year 2011: Run 722
year 2012: Run 492
year 2013: Run 770
year 2014: Run 539
year 2015: Run 517
year 2018: Run 47
",5615
LS Rajput,"year 1985: Run 1
year 1987: Run 8
",9
SLV Raju,"year 1990: Run 4
year 1991: Run 5
year 1992: Run 18
year 1993: Run 1
year 1994: Run 1
year 1995: Run 0
year 1996: Run 3
",32
WV Raman,"year 1988: Run 165
year 1990: Run 143
year 1991: Run 0
year 1992: Run 210
year 1993: Run 70
year 1996: Run 29
",617
S Ramesh,"year 1999: Run 82
",646
Randhir Singh,"year 1981: Run -
year 1983: Run -
",-
V Rathour,"year 1996: Run 54
year 1997: Run 34
",193
A Ratra,"year 2002: Run 30
",90
SS Raul,"year 1998: Run 8
",8
AT Rayudu,"year 2013: Run 101
year 2014: Run 584
year 2015: Run 267
year 2016: Run 103
year 2018: Run 392
year 2019: Run 247
",1694
V Razdan,"year 1989: Run 18
year 1990: Run 4*
",23
B Reddy,"year 1978: Run -
year 1981: Run 11
",11
WP Saha,"year 2010: Run 4
year 2014: Run 37
",41
AM Salvi,"year 2003: Run 4*
",4
BS Sandhu,"year 1982: Run -
year 1983: Run 44
year 1984: Run 7
",51
RL Sanghvi,"year 1998: Run 8
",8
Sarandeep Singh,"year 2002: Run 28
year 2003: Run 19
",47
V Sehwag,"year 1999: Run 1
year 2000: Run 19
year 2001: Run 439
year 2002: Run 1130
year 2003: Run 871
year 2004: Run 671
year 2005: Run 1017
year 2006: Run 608
year 2007: Run 475
year 2008: Run 893
year 2009: Run 810
year 2010: Run 446
year 2011: Run 645
year 2012: Run 217
year 2013: Run 31
",7995
TAP Sekhar,"year 1983: Run -
year 1985: Run -
",-
V Shankar,"year 2019: Run 46
",165
AK Sharma,"year 1988: Run 111
year 1989: Run 195
year 1990: Run 37
year 1993: Run 81
",424
C Sharma,"year 1983: Run -
year 1984: Run 42
year 1985: Run 9
year 1986: Run 167
year 1987: Run 14
year 1988: Run 28
year 1989: Run 180
year 1992: Run 15
year 1994: Run 1
",456
G Sharma,"year 1985: Run -
year 1986: Run 7
year 1987: Run 4
",11
I Sharma,"year 2007: Run -
year 2008: Run 13
year 2009: Run 23
year 2010: Run 11
year 2011: Run 0
year 2012: Run -
year 2013: Run 19
year 2014: Run 6
year 2015: Run -
year 2016: Run 0
",72
KV Sharma,"year 2014: Run -
",-
MM Sharma,"year 2013: Run 0
year 2014: Run 13
year 2015: Run 18
",31
PH Sharma,"year 1976: Run 14
",20
R Sharma,"year 2011: Run -
year 2012: Run 1
",1
RG Sharma,"year 2007: Run 61
year 2008: Run 532
year 2009: Run 102
year 2010: Run 504
year 2011: Run 611
year 2012: Run 168
year 2013: Run 1196
year 2014: Run 578
year 2015: Run 815
year 2016: Run 564
year 2017: Run 1293
year 2018: Run 1030
year 2019: Run 556
",8010
SK Sharma,"year 1988: Run 53
year 1989: Run 20
year 1990: Run 7
",80
RJ Shastri,"year 1981: Run 19
year 1982: Run 30
year 1983: Run 211
year 1984: Run 279
year 1985: Run 450
year 1986: Run 441
year 1987: Run 355
year 1988: Run 367
year 1989: Run 171
year 1990: Run 238
year 1991: Run 283
year 1992: Run 264
",3108
Shubman Gill,"year 2019: Run 9
",16
LR Shukla,"year 1999: Run 13
",18
NS Sidhu,"year 1987: Run 276
year 1988: Run 463
year 1989: Run 404
year 1990: Run 345
year 1991: Run 283
year 1992: Run 2
year 1993: Run 459
year 1994: Run 885
year 1995: Run 349
year 1996: Run 482
year 1997: Run 150
year 1998: Run 315
",4413
RP Singh,"year 1986: Run -
",-
RP Singh,"year 2005: Run 11
year 2006: Run 15
year 2007: Run 26
year 2008: Run 8
year 2009: Run 44
year 2011: Run -
",104
RR Singh,"year 1989: Run 13
year 1996: Run 21
year 1997: Run 706
year 1998: Run 398
year 1999: Run 655
year 2000: Run 527
year 2001: Run 16
",2336
VRV Singh,"year 2006: Run 8
",8
L Sivaramakrishnan,"year 1985: Run 3
year 1986: Run 2
year 1987: Run -
",5
RS Sodhi,"year 2000: Run 70
year 2001: Run 209
year 2002: Run 1
",280
ED Solkar,"year 1974: Run 3
year 1975: Run 13
year 1976: Run 2
",27
S Somasunder,"year 1996: Run 9
",16
BB Sran,"year 2016: Run -
",-
S Sreesanth,"year 2005: Run -
year 2006: Run 6
year 2007: Run 19
year 2008: Run 9
year 2010: Run 10
year 2011: Run -
",44
K Srikkanth,"year 1981: Run 17
year 1982: Run 297
year 1983: Run 310
year 1984: Run 149
year 1985: Run 345
year 1986: Run 748
year 1987: Run 598
year 1988: Run 618
year 1989: Run 404
year 1990: Run 54
year 1991: Run 276
year 1992: Run 275
",4091
J Srinath,"year 1991: Run 24
year 1992: Run 44
year 1993: Run 14
year 1994: Run 18
year 1995: Run 76
year 1996: Run 267
year 1997: Run 65
year 1998: Run 120
year 1999: Run 121
year 2000: Run 69
year 2001: Run 19
year 2002: Run 18
year 2003: Run 28
",883
TE Srinivasan,"year 1980: Run 6
year 1981: Run 4
",10
S Sriram,"year 2000: Run 21
year 2004: Run 60
",81
R Sudhakar Rao,"year 1976: Run 4
",4
SR Tendulkar,"year 1989: Run 0
year 1990: Run 239
year 1991: Run 417
year 1992: Run 704
year 1993: Run 319
year 1994: Run 1089
year 1995: Run 444
year 1996: Run 1611
year 1997: Run 1011
year 1998: Run 1894
year 1999: Run 843
year 2000: Run 1328
year 2001: Run 904
year 2002: Run 741
year 2003: Run 1141
year 2004: Run 812
year 2005: Run 412
year 2006: Run 628
year 2007: Run 1425
year 2008: Run 460
year 2009: Run 972
year 2010: Run 204
year 2011: Run 513
year 2012: Run 315
",18426
SN Thakur,"year 2017: Run -
year 2018: Run 22*
",22
MK Tiwary,"year 2008: Run 2
year 2011: Run 163
year 2012: Run 86
year 2014: Run 2
year 2015: Run 34
",287
SS Tiwary,"year 2010: Run 37*
",49
S Tyagi,"year 2009: Run -
year 2010: Run 1*
",1
JD Unadkat,"year 2013: Run -
",-
RV Uthappa,"year 2006: Run 98
year 2007: Run 509
year 2008: Run 179
year 2014: Run 104
year 2015: Run 44
",934
PS Vaidya,"year 1995: Run -
year 1996: Run 12
",15
DB Vengsarkar,"year 1976: Run 59
year 1978: Run 37
year 1979: Run 44
year 1980: Run 54
year 1981: Run 342
year 1982: Run 227
year 1983: Run 188
year 1984: Run 361
year 1985: Run 432
year 1986: Run 477
year 1987: Run 618
year 1988: Run 271
year 1989: Run 307
year 1990: Run 91
year 1991: Run -
",3508
S Venkataraghavan,"year 1974: Run 1
year 1975: Run 26
year 1976: Run 1
year 1978: Run 0
year 1979: Run 23
year 1983: Run 3
",54
M Venkataramana,"year 1988: Run 0*
",0
Y Venugopal Rao,"year 2005: Run 38
year 2006: Run 61*
",218
M Vijay,"year 2010: Run 178
year 2011: Run 18
year 2013: Run 57
year 2015: Run 86
",339
R Vijay Bharadwaj,"year 1999: Run 136
year 2002: Run 0
",136
R Vinay Kumar,"year 2010: Run -
year 2011: Run 24
year 2012: Run 19
year 2013: Run 43
",86
GR Viswanath,"year 1974: Run 36
year 1975: Run 39
year 1976: Run 56
year 1978: Run 17
year 1979: Run 106
year 1980: Run 77
year 1981: Run 99
year 1982: Run 9
",439
S Viswanath,"year 1985: Run 47
year 1987: Run 17
year 1988: Run 8
",72
AL Wadekar,"year 1974: Run 67
",73
Washington Sundar,"year 2017: Run -
",-
AS Wassan,"year 1990: Run 16
year 1991: Run -
",33
J Yadav,"year 2016: Run 1*
",1
Jai P Yadav,"year 2002: Run 0
year 2005: Run 81
",81
NS Yadav,"year 1986: Run 1*
year 1987: Run -
",1
UT Yadav,"year 2010: Run 3
year 2011: Run 17
year 2012: Run 6
year 2013: Run 1
year 2014: Run 17
year 2015: Run 6
year 2016: Run 27
year 2017: Run 2
year 2018: Run 0
",79
V Yadav,"year 1992: Run 37
year 1993: Run 81
year 1994: Run 0
",118
Yashpal Sharma,"year 1978: Run 11
year 1980: Run 145
year 1981: Run 124
year 1982: Run 199
year 1983: Run 349
year 1984: Run 41
year 1985: Run 14
",883
B Yograj Singh,"year 1980: Run 0
year 1981: Run 1
",1
T Yohannan,"year 2002: Run 5*
",7
Yuvraj Singh,"year 2000: Run 260
year 2001: Run 238
year 2002: Run 659
year 2003: Run 600
year 2004: Run 841
year 2005: Run 839
year 2006: Run 849
year 2007: Run 1287
year 2008: Run 893
year 2009: Run 783
year 2010: Run 349
year 2011: Run 453
year 2012: Run 2
year 2013: Run 276
year 2017: Run 372
",8609
MR Adair,"year 2019: Run 32
",93
J Anderson,"year 2014: Run 40
year 2016: Run 111
",151
A Balbirnie,"year 2010: Run 29
year 2014: Run 60
year 2015: Run 362
year 2017: Run 306
year 2018: Run 489
year 2019: Run 452
",1698
AC Botha,"year 2006: Run 119
year 2007: Run 144
year 2008: Run 221
year 2009: Run 83
year 2010: Run 77
year 2011: Run 22
",666
JP Bray,"year 2006: Run 22
year 2007: Run 116
",401
SA Britton,"year 2009: Run -
",-
J Cameron-Dow,"year 2019: Run 7*
",7
KED Carroll,"year 2007: Run 28
",70
PKD Chase,"year 2015: Run -
year 2016: Run 1
year 2017: Run 30
year 2018: Run 4
",35
PC Connell,"year 2008: Run 38
year 2009: Run -
year 2010: Run 2
",40
AR Cusack,"year 2007: Run 53
year 2008: Run 147
year 2009: Run 44
year 2010: Run 197
year 2011: Run 209
year 2012: Run 29
year 2013: Run 0
year 2014: Run 10
year 2015: Run 56
",745
GH Dockrell,"year 2010: Run 13
year 2011: Run 55
year 2012: Run 12
year 2013: Run 8
year 2014: Run 19
year 2015: Run 80
year 2016: Run 30
year 2017: Run 195
year 2018: Run 24
year 2019: Run 143
",579
PS Eaglestone,"year 2008: Run 4
",4
MJ Fourie,"year 2007: Run 14*
year 2008: Run 19*
",42
PG Gillespie,"year 2006: Run 0
year 2007: Run 2
",2
RS Haire,"year 2008: Run 54
",56
JD Hall,"year 2010: Run 15
",28
DT Johnston,"year 2006: Run 12
year 2007: Run 308
year 2008: Run 44
year 2009: Run 41
year 2010: Run 147
year 2011: Run 93
year 2012: Run 23
year 2013: Run 75
",743
NG Jones,"year 2010: Run 25*
year 2011: Run 3*
",74
DI Joyce,"year 2006: Run 0
year 2007: Run 18
",29
EC Joyce,"year 2006: Run 31
year 2007: Run 440
year 2011: Run 306
year 2012: Run 158
year 2013: Run 317
year 2014: Run 25
year 2015: Run 467
year 2016: Run 366
year 2017: Run 239
year 2018: Run 273
",2151
GE Kidd,"year 2007: Run -
year 2008: Run 15
",15
D Langford-Smith,"year 2006: Run 12
year 2007: Run 31*
year 2008: Run 13*
",142
JB Little,"year 2019: Run 9
",9
AR McBrine,"year 2014: Run -
year 2015: Run 46
year 2016: Run 106
year 2017: Run 23
year 2018: Run 66
year 2019: Run 14
",255
WK McCallan,"year 2006: Run 120
year 2007: Run 103
year 2008: Run 102
year 2009: Run 36
",361
RD McCann,"year 2010: Run 18
",44
GJ McCarter,"year 2014: Run 1*
",1
BJ McCarthy,"year 2016: Run 32
year 2017: Run 43
year 2018: Run 7
year 2019: Run 28
",110
JA McCollum,"year 2019: Run 5
",17
JF Mooney,"year 2006: Run 31
year 2007: Run 52
year 2009: Run 93
year 2010: Run 374
year 2011: Run 115
year 2012: Run 44
year 2013: Run 28
year 2014: Run 123
year 2015: Run 103
",963
PJK Mooney,"year 2006: Run 11*
year 2007: Run 1*
",12
EJG Morgan,"year 2006: Run 99
year 2007: Run 450
year 2008: Run 51
year 2009: Run 507
year 2010: Run 691
year 2011: Run 443
year 2012: Run 364
year 2013: Run 560
year 2014: Run 560
year 2015: Run 967
year 2016: Run 328
year 2017: Run 781
year 2018: Run 756
year 2019: Run 420
",744
J Mulder,"year 2017: Run 15*
",15
TJ Murtagh,"year 2012: Run 15
year 2013: Run 33
year 2014: Run 12
year 2015: Run 21
year 2016: Run 36
year 2017: Run 31
year 2018: Run 13
year 2019: Run 25
",186
KJ O'Brien,"year 2006: Run 59
year 2007: Run 514
year 2008: Run 190
year 2009: Run 121
year 2010: Run 452
year 2011: Run 324
year 2012: Run 89
year 2013: Run 184
year 2014: Run 181
year 2015: Run 226
year 2016: Run 289
year 2017: Run 211
year 2018: Run 332
year 2019: Run 272
",3444
